ensGeneID	geneName	geneName	il21_vs_il2 logFC	il21_vs_il2 qval	il21_vs_il15 logFC	il21_vs_il15 qval	il21_vs_il7 logFC	il21_vs_il7 qval
ENSG00000187951	 ARHGAP11B ARHGAP11B	 Rho GTPase activating protein 11B OTU deubiquitinase 7A pseudogene	-2.19044867049603	0.000446731739427302	-1.9432807337534	0.00940024433723597	-1.94093242940227	0.00739775967866227
ENSG00000117724	 CENPF	 centromere protein F	-3.60669505093353	0.000249095434750993	-3.01417963909477	0.00940404042032768	-3.33571183226443	0.00225545100892118
ENSG00000117399	 CDC20	 cell division cycle 20	-2.78384182012072	7.14048917649378e-06	-1.86653509820755	0.0130270410942241	-2.63634428894992	8.66697690101401e-05
ENSG00000121211	 MND1	 meiotic nuclear divisions 1	-2.88685465569099	0.00244688778736294	-2.46728316198954	0.0415700863561757	-2.63860392135673	0.016985644013309
ENSG00000163507	 KIAA1524	 KIAA1524	-2.49611196606492	0.000172881401439527	-1.98793835229999	0.0135762408134602	-2.00392460789962	0.0100020895912872
ENSG00000137310	 TCF19	 transcription factor 19	-2.47217474238882	0.000277144117817226	-2.10690671400517	0.00940024433723597	-2.1741603249928	0.00487493892570786
ENSG00000118193	 KIF14	 kinesin family member 14	-3.69648133586142	9.67868351855514e-05	-3.0726124506165	0.00499255660113355	-3.18480873378384	0.00245082151605415
ENSG00000197275	 RAD54B	 RAD54 homolog B (S. cerevisiae)	-2.14197790594408	0.000133236483239998	-1.78243924840148	0.00841253171145527	-1.72134535931892	0.00986465813315466
ENSG00000254709	 IGLL5	 immunoglobulin lambda like polypeptide 5	3.50856929846786	0.000730250789082689	3.2959391867197	0.00560782155362903	3.32053615454741	0.00442354637636024
ENSG00000255330	 SOGA3	 SOGA family member 3	-3.69784157186879	0.000283429519612029	-3.49582070115493	0.00295327053716544	-2.75605761145659	0.0257617062805675
ENSG00000124635	 HIST1H2BJ	 histone cluster 1 H2B family member j	-2.21619021239152	0.00167228585240202	-1.80869540394177	0.0444483616180724	-2.0203427818376	0.0111104411700942
ENSG00000122952	 ZWINT	 ZW10 interacting kinetochore protein	-3.03684188731258	0.000249095434750993	-2.46196647558827	0.0132822468117912	-2.561038220643	0.00715315535827968
ENSG00000160957	 RECQL4	 RecQ like helicase 4	-2.20164806884952	0.000276276540846985	-1.84710534949832	0.0110653339469007	-1.87595312796689	0.00732000488420494
ENSG00000109805	 NCAPG	 non-SMC condensin I complex subunit G	-2.82489018018814	0.000171830322663787	-2.18492287854584	0.0167534184615141	-2.37236647943105	0.005679300245698
ENSG00000101412	 E2F1	 E2F transcription factor 1	-2.60072966254033	0.00070625852374789	-2.30631907169608	0.0105292653331975	-2.2596993628082	0.0100309002657906
ENSG00000169679	 BUB1	 BUB1 mitotic checkpoint serine/threonine kinase	-3.12208391931204	4.24055441978085e-05	-2.43836383002392	0.00560782155362903	-2.66301888503682	0.00121710361223342
ENSG00000105339	 DENND3	 DENN domain containing 3	-1.30737822170797	0.00146350756481682	-1.06659379470294	0.0450548881240345	-1.15048247119891	0.0162490111400198
ENSG00000105011	 ASF1B	 anti-silencing function 1B histone chaperone	-2.29249877384413	0.000390542168260865	-1.8281880655495	0.0227179162397137	-2.10128472704768	0.00396660837321255
ENSG00000180611	 MB21D2	 Mab-21 domain containing 2	-2.30318460505782	0.00252190827219263	-2.43092576659657	0.00450400210892291	-2.43069381412589	0.00337848042272759
ENSG00000134901	 KDELC1	 KDEL motif containing 1	-2.3558829019504	0.000224042110422847	-1.75134033743709	0.0377758600935471	-1.89629379742971	0.012975530310105
ENSG00000167670	 CHAF1A	 chromatin assembly factor 1 subunit A	-2.12023298270694	0.000555905053369296	-1.78596615362735	0.0162193814471137	-1.8188265909477	0.0102604739203974
ENSG00000241351	 IGKV3-11		3.21105990554229	0.000172881401439527	2.64696087813078	0.00897021547222995	2.63705264102571	0.00715315535827968
ENSG00000149554	 CHEK1	 checkpoint kinase 1	-2.50314684512734	0.0017216318154924	-2.10986615501472	0.0331355907878755	-2.18233344920383	0.0177898581072305
ENSG00000116679	 IVNS1ABP	 influenza virus NS1A binding protein	-1.9318771168089	0.000892033243635847	-1.89536387831263	0.00450400210892291	-1.64651249120525	0.0150327905941005
ENSG00000176890	 TYMS	 thymidylate synthetase	-2.47950011344537	0.000970337662738877	-1.98573410516178	0.0377758600935471	-2.17847658247849	0.0112269623280411
ENSG00000211943	 IGHV3-15		6.20969506424694	2.38089736117063e-05	3.95964543991947	0.011715837562739	3.88695499851928	0.0167334448474946
ENSG00000164109	 MAD2L1	 MAD2 mitotic arrest deficient-like 1 (yeast)	-2.39555625401034	0.000116666684507917	-1.83263478012826	0.0158997190140617	-1.89331201231292	0.00918205731699339
ENSG00000240280	 TCAM1P	 testicular cell adhesion molecule 1, pseudogene	-6.26326802941151	0.0131508566352554	-6.10194149197209	0.0450762601398708	-6.70004256538116	0.0090513591253128
ENSG00000102265	 TIMP1	 TIMP metallopeptidase inhibitor 1	2.95413722918581	0.00336958481323944	3.15042655046486	0.00484590363592821	2.62007322759354	0.0231267910930314
ENSG00000165244	 ZNF367	 zinc finger protein 367	-2.38945071819629	0.00239698021239544	-2.05316347504777	0.0339953782092677	-2.20690390439271	0.0124375500608947
ENSG00000006530	 AGK	 acylglycerol kinase	-1.83700260870349	0.000173569166923503	-1.51874034108502	0.0100642702648903	-1.62750087274325	0.00349240200941097
ENSG00000224650	 IGHV3-74		4.42122461300223	0.000172881401439527	3.92618340932577	0.00295327053716544	4.24038965693388	0.00280890021338645
ENSG00000142731	 PLK4	 polo like kinase 4	-2.65163299880661	0.000129188142359385	-2.038512187392	0.0156238360947715	-2.24942932599398	0.00432801250444762
ENSG00000240671	 IGKV1-8		3.21554368899086	0.000172881401439527	2.6507143982745	0.00897021547222995	2.63734040785151	0.0071881738494546
ENSG00000163359	 COL6A3	 collagen type VI alpha 3 chain	5.91260420551083	0.000105437686406574	6.39926591016668	0.000229632311962088	5.54312096796946	0.000736884022156317
ENSG00000051341	 POLQ	 DNA polymerase theta	-2.91255740574386	0.000199434824751766	-2.20307215803872	0.024604171388349	-2.35361095027188	0.00989486749707429
ENSG00000188158	 NHS	 NHS actin remodeling regulator	-2.19474280116841	0.0011427173834313	-1.84954291953457	0.0292375665999508	-2.46362462002434	0.000695917708477082
ENSG00000224373	 IGHV4-59		4.63450885619808	0.000249095434750993	3.53433081107115	0.0129739134250414	4.23403692963775	0.00629618611483397
ENSG00000183317	 EPHA10	 EPH receptor A10	3.91927987331828	0.0142381910720129	4.28171400623849	0.0208240049067356	4.55888683909671	0.0177785405318928
ENSG00000145386	 CCNA2	 cyclin A2	-2.10241301259895	0.00016389245425711	-1.57350574793365	0.0256130669127367	-1.64143699618588	0.0126716255316669
ENSG00000148773	 MKI67	 marker of proliferation Ki-67	-3.76624748404733	0.000102577033108141	-3.19376490440135	0.00436827579990465	-3.57012724343545	0.000736884022156317
ENSG00000211934	 IGHV1-2		3.59890480615576	0.00203705770503364	3.94551887410374	0.0029177732326111	4.40445114549908	0.001076593236619
ENSG00000211660	 IGLV2-23		4.7403535564214	5.79688986141341e-06	2.99564183812998	0.00914104322442959	3.88792437235355	0.000968594436970887
ENSG00000066279	 ASPM	 abnormal spindle microtubule assembly	-4.00159087764676	5.77549593040238e-05	-3.25532817511993	0.00450400210892291	-3.61288126222661	0.000736884022156317
ENSG00000213949	 ITGA1	 integrin subunit alpha 1	-1.81330333855665	0.00906620696389136	-1.84935267173174	0.0161330942402913	-2.07952765490073	0.00349240200941097
ENSG00000123473	 STIL	 SCL/TAL1 interrupting locus	-2.70434830957137	0.00014601990706385	-2.10513325690121	0.0152943712865651	-2.21614890009163	0.00715315535827968
ENSG00000137804	 NUSAP1	 nucleolar and spindle associated protein 1	-2.9041845647204	6.84506027799252e-05	-2.41230403401348	0.00450400210892291	-2.51904846252783	0.00162313345086414
ENSG00000144283	 PKP4	 plakophilin 4	-1.64921632095612	0.000199434824751766	-1.37347500937844	0.0102694347620671	-1.38279811224864	0.00840884514262257
ENSG00000211669	 IGLV3-10		4.75551214462907	7.14048917649378e-06	3.59448627541591	0.000924418663997816	3.64225796946002	0.0015494193682448
ENSG00000162490	 DRAXIN	 dorsal inhibitory axon guidance protein	-3.33300444703567	0.00156829608381301	-3.37601795846184	0.0045733177535333	-2.93597588817934	0.0155438081235635
ENSG00000242887	 IGHJ3		4.26728290346403	0.000444951159246351	3.96355928602238	0.00436827579990465	3.78720964209681	0.0100309002657906
ENSG00000198826	 ARHGAP11A	 Rho GTPase activating protein 11A	-3.40778112106958	4.26176118358162e-06	-2.93566620866979	0.000223593198944704	-2.90725267495356	0.000116432995980592
ENSG00000189057	 FAM111B	 family with sequence similarity 111 member B	-2.79995409113242	0.00114929597291871	-2.33046776045048	0.0274716336526469	-2.41142502761755	0.0149784348662802
ENSG00000167414	 GNG8	 G protein subunit gamma 8	-4.37731557112505	0.00592177713177313	-4.11290993554942	0.0292692300669925	-5.64397028366078	0.000471001593493803
ENSG00000004468	 CD38	 CD38 molecule	-3.23668982751127	0.000980328203220869	-2.93077922234048	0.0101725864758707	-2.51683432050495	0.0350596595285469
ENSG00000075218	 GTSE1	 G2 and S-phase expressed 1	-3.40377891868787	0.000227811510821597	-2.89849884826083	0.008025630830669	-3.04352467688234	0.00349240200941097
ENSG00000164400	 CSF2	 colony stimulating factor 2	-3.97090748869386	0.000133236483239998	-3.74383053131633	0.00182436084901746	-3.74000134952603	0.000884014376093299
ENSG00000143341	 HMCN1	 hemicentin 1	-7.43370024102403	0.000417931778714663	-7.25006494269241	0.00295327053716544	-6.07319048973015	0.0133578874371495
ENSG00000211904	 IGHJ2		5.74125734687825	0.000172881401439527	3.5955295271422	0.0237407378411418	4.56615927006838	0.00968396979189894
ENSG00000167513	 CDT1	 chromatin licensing and DNA replication factor 1	-2.47631643324355	0.00055832819600762	-2.16029551049088	0.0110653339469007	-2.09397873528558	0.011389724186793
ENSG00000092853	 CLSPN	 claspin	-2.76545369550654	0.00203664254542844	-2.32179670217365	0.0366998996343327	-2.43517397976943	0.0176085942171756
ENSG00000112742	 TTK	 TTK protein kinase	-2.77355961289493	5.77549593040238e-05	-2.01347685736788	0.01762750234945	-2.24765587926568	0.00432801250444762
ENSG00000092470	 WDR76	 WD repeat domain 76	-1.82664028133283	0.00197352734823793	-1.54701661373391	0.0360858491705197	-1.47520032762781	0.0460194516122576
ENSG00000126787	 DLGAP5	 DLG associated protein 5	-3.84316940402658	2.38089736117063e-05	-3.13526769564352	0.00240296604763257	-3.3986984803526	0.000523376271587705
ENSG00000161800	 RACGAP1	 Rac GTPase activating protein 1	-2.13511975868548	0.000130236689467781	-1.61685940245527	0.0194717188285277	-1.79865917092613	0.00471264039632883
ENSG00000261971	 MMP25-AS1		-1.64538304499565	0.0458471713204296	-1.81325279711276	0.0339953782092677	-1.71851954741896	0.0460194516122576
ENSG00000211638	 IGLV8-61		3.98205183113866	0.000444951159246351	3.80780323320699	0.00295327053716544	7.37175230376786	8.66697690101401e-05
ENSG00000138778	 CENPE	 centromere protein E	-3.41025770354464	2.96484762845956e-05	-2.55772594618532	0.00748797948950266	-2.93831576691321	0.000843011766499062
ENSG00000117632	 STMN1	 stathmin 1	-2.34895806657875	5.77549593040238e-05	-1.95551110358128	0.00436827579990465	-2.14616194860058	0.000736884022156317
ENSG00000165891	 E2F7	 E2F transcription factor 7	-3.42292628107774	0.00197352734823793	-2.98620773364669	0.0240817205072601	-2.97150273703614	0.0194538066264776
ENSG00000035499	 DEPDC1B	 DEP domain containing 1B	-2.88283988259581	0.000276276540846985	-2.14315245947677	0.0389542260832376	-2.52145952593934	0.00588997148297083
ENSG00000174371	 EXO1	 exonuclease 1	-3.09430509494018	0.00135507556716245	-2.63975445527608	0.0233514723993949	-2.63619491913168	0.0177898581072305
ENSG00000132464	 ENAM	 enamelin	4.99932242199434	5.77549593040238e-05	3.71874978101903	0.00716628698631438	3.71678888347329	0.00860963367223501
ENSG00000154839	 SKA1	 spindle and kinetochore associated complex subunit 1	-2.94214712182105	0.0011427173834313	-2.47663180582946	0.0240817205072601	-2.59542312082755	0.011389724186793
ENSG00000241755	 IGKV1-9		7.01678989518135	4.2996704198045e-05	5.3599755492177	0.00295327053716544	4.62280724810333	0.00986465813315466
ENSG00000241294	 IGKV2-24		5.12834968206578	4.49368513607228e-06	3.05698844295726	0.00295327053716544	4.69515446604232	0.00017797142262833
ENSG00000256482	 RP11-625L16.3		3.56483500044759	0.00942022493258717	4.38020286838747	0.00311062608209816	3.79810852899967	0.011389724186793
ENSG00000211895	 IGHA1		3.98683940373492	0.00130064113873374	3.22408175525171	0.0323314963539931	3.15510715200833	0.0335472885123219
ENSG00000136492	 BRIP1	 BRCA1 interacting protein C-terminal helicase 1	-2.83509026712886	0.000462677882947891	-2.29908699957935	0.0208405995001611	-2.35975888338342	0.0119080219946548
ENSG00000276043	 UHRF1	 ubiquitin like with PHD and ring finger domains 1	-2.49683064549024	0.00148441268602496	-2.12201183115848	0.0274716336526469	-2.22083803201466	0.0128731962020295
ENSG00000129195	 FAM64A	 family with sequence similarity 64 member A	-3.02273691809817	0.00673784046384185	-2.76351233427858	0.042111568404245	-2.75687473421071	0.0363621839267035
ENSG00000163823	 CCR1	 C-C motif chemokine receptor 1	-2.36070706022971	0.00304547772069682	-2.14873885266572	0.0226967037017961	-2.01158063477575	0.0335472885123219
ENSG00000222022	 AC112721.1		5.762259455522	0.00915757330258335	6.60884996806935	0.0101725864758707	5.25038748115228	0.0412294068796458
ENSG00000087586	 AURKA	 aurora kinase A	-2.85228769622225	6.37871909424269e-05	-2.1559512548777	0.011715837562739	-2.26590610041254	0.00556393179713288
ENSG00000136960	 ENPP2	 ectonucleotide pyrophosphatase/phosphodiesterase 2	3.11178738144705	0.00178754239874434	3.59949066014184	0.00196904771699081	4.06349687053288	0.000736884022156317
ENSG00000011426	 ANLN	 anillin actin binding protein	-3.80159131638358	4.2996704198045e-05	-3.13694127459418	0.00295327053716544	-3.39313534252897	0.000736884022156317
ENSG00000214338	 SOGA3		-3.82112869838269	0.000718120254226299	-3.67112798389374	0.0045733177535333	-2.97796415734882	0.0306629329645482
ENSG00000120833	 SOCS2	 suppressor of cytokine signaling 2	-5.97883363272379	0.000462677882947891	-6.0593688537887	0.00227660761786966	-5.3845573396319	0.00440611270303906
ENSG00000175063	 UBE2C	 ubiquitin conjugating enzyme E2 C	-3.47499522634768	0.000283429519612029	-2.80869749705185	0.014418521487293	-2.95948603088306	0.00690237701537659
ENSG00000100365	 NCF4	 neutrophil cytosolic factor 4	-1.56132522694739	0.00296029028929708	-1.3641610420721	0.0356303643994559	-1.45707001583952	0.0139998323858859
ENSG00000169194	 IL13	 interleukin 13	-6.19014143319915	0.0122784282870791	-6.06078977329503	0.0334832711220758	-6.44561594663378	0.0137356383190932
ENSG00000165304	 MELK	 maternal embryonic leucine zipper kinase	-3.01247835204967	0.000267099730871518	-2.38605816498926	0.0179874968450675	-2.45809512976401	0.0101478760988941
ENSG00000111247	 RAD51AP1	 RAD51 associated protein 1	-2.79029106233301	0.000836171121756383	-2.30272985350713	0.0250622596157166	-2.43078489611373	0.0112269623280411
ENSG00000115602	 IL1RL1	 interleukin 1 receptor like 1	-3.35379589697295	0.00205442763336132	-2.92398423223446	0.0256130669127367	-3.17672896474168	0.00903478847185807
ENSG00000171241	 SHCBP1	 SHC binding and spindle associated 1	-3.28530402795032	0.000365443041508076	-2.50090460542503	0.0323314963539931	-2.82714151130433	0.00732000488420494
ENSG00000265817	 FSBP FSBP	 RAD54 homolog B (S. cerevisiae) fibrinogen silencer binding protein	-2.13014522573825	0.000241809869351073	-1.70366179812734	0.0179874968450675	-1.70205683957352	0.015549172574554
ENSG00000171320	 ESCO2	 establishment of sister chromatid cohesion N-acetyltransferase 2	-3.10757235227376	0.000330378117437611	-2.51769229547841	0.0161274676086975	-2.60596857539939	0.00918205731699339
ENSG00000090889	 KIF4A	 kinesin family member 4A	-3.18435376313591	0.000506693166855624	-2.49884336200251	0.029367729453846	-2.66617544261929	0.011389724186793
ENSG00000211677	 IGLC2		3.07650860077764	0.000697279613457647	2.67073662834254	0.0116300498663339	2.7714822744296	0.00831759923475203
ENSG00000117650	 NEK2	 NIMA related kinase 2	-4.16431369724355	2.38089736117063e-05	-3.50871003002629	0.00196904771699081	-3.81398606721184	0.000340327909182594
ENSG00000178401	 DNAJC22	 DnaJ heat shock protein family (Hsp40) member C22	-8.95708266240684	0.000555905053369296	-7.63495968643853	0.019836301336677	-8.69073061756417	0.00269297242831185
ENSG00000138180	 CEP55	 centrosomal protein 55	-3.09108973094212	0.000187176188386149	-2.34701746375445	0.0223822232597742	-2.6014643830724	0.00604547549441891
ENSG00000137807	 KIF23	 kinesin family member 23	-3.56309479992749	6.89252140698149e-05	-2.94944692251711	0.00450400210892291	-3.21583826908837	0.000954001041193608
ENSG00000169607	 CKAP2L	 cytoskeleton associated protein 2 like	-3.75772679687097	0.000120566971730413	-2.97148686862589	0.00995274772390764	-3.45879579695647	0.0010994619598654
ENSG00000142945	 KIF2C	 kinesin family member 2C	-3.58070464263119	1.45235383016754e-05	-2.96676481876354	0.0016493269119027	-3.15535785389784	0.00036891458690562
ENSG00000178999	 AURKB	 aurora kinase B	-3.93078519311836	2.38089736117063e-05	-3.26064021080125	0.00236335770402572	-3.47070033533323	0.00059500568144717
ENSG00000211899	 IGHM		3.43198399969073	0.000172881401439527	2.76850427226435	0.0101725864758707	2.86582559048789	0.005679300245698
ENSG00000120949	 TNFRSF8	 TNF receptor superfamily member 8	4.06107166469338	0.0109929658392875	4.68639226692442	0.00720309389913414	4.41632397892177	0.0096920379512884
ENSG00000138160	 KIF11	 kinesin family member 11	-3.41708709763686	1.45235383016754e-05	-2.74538251927204	0.00240296604763257	-3.13673324734248	0.00018700245121059
ENSG00000080986	 NDC80	 NDC80, kinetochore complex component	-2.60987837675802	0.000231142390211122	-1.96723631299373	0.0292692300669925	-2.19428655288334	0.00732000488420494
ENSG00000166803	 PCLAF	 PCNA clamp associated factor	-2.68184705356712	0.000925286307796934	-2.08964757639192	0.0467855599478748	-2.2144233959092	0.0211071270539104
ENSG00000110944	 IL23A	 interleukin 23 subunit alpha	-1.81359228862394	0.000554567787252002	-1.53744291321975	0.016097320537824	-1.5346100952177	0.0127225880833485
ENSG00000246985	 SOCS2-AS1	 SOCS2 antisense RNA 1	-7.49055573451048	0.000218563270991123	-7.72680529887337	0.000924418663997816	-6.80477120641274	0.00269297242831185
ENSG00000008516	 MMP25	 matrix metallopeptidase 25	-2.15440083232428	0.00337389765042788	-2.15919621041581	0.00940024433723597	-2.14957926706621	0.00732000488420494
ENSG00000024526	 DEPDC1	 DEP domain containing 1	-3.67990978685368	0.000102577033108141	-2.86332145036599	0.0111089999715339	-2.93528773359255	0.00710901241069961
ENSG00000065989	 PDE4A	 phosphodiesterase 4A	-2.43561758017913	5.16352741042682e-06	-2.23361599223332	0.000180926551923491	-2.67696405173566	1.85147564323066e-07
ENSG00000088325	 TPX2	 TPX2, microtubule nucleation factor	-3.28417455025055	5.77549593040238e-05	-2.58316412790742	0.00655698381072932	-2.89683729419133	0.00103708360180616
ENSG00000163009	 C2orf48		-3.76886045861206	0.000697279613457647	-3.33813363052261	0.0135762408134602	-3.57083940504283	0.00490723730879296
ENSG00000177602	 GSG2	 germ cell associated 2, haspin	-2.75347992553112	2.38089736117063e-05	-2.15485668850092	0.00450400210892291	-2.22403550417642	0.00212389672851473
ENSG00000211593	 IGKJ5		4.00337704354988	0.0075750991895158	4.28674822540663	0.00940024433723597	3.83604529119241	0.0275913176274088
ENSG00000137812	 KNL1	 kinetochore scaffold 1	-2.78683326187506	5.33524179630294e-05	-2.19376743225422	0.00655698381072932	-2.43850191806792	0.00111724876141699
ENSG00000163808	 KIF15	 kinesin family member 15	-3.27799352968674	2.38089736117063e-05	-2.65158596092539	0.00295327053716544	-2.80521427011231	0.000736884022156317
ENSG00000211897	 IGHG3		2.91460038193478	0.000283429519612029	2.44471318267508	0.0100642702648903	2.63363180347467	0.00443211355798196
ENSG00000184661	 CDCA2	 cell division cycle associated 2	-2.79782978475533	7.60712315531073e-05	-2.05760685009553	0.0189327574455721	-2.49450071491719	0.0013804254089394
ENSG00000113070	 HBEGF	 heparin binding EGF like growth factor	-3.8609772612731	0.000583582058224201	-4.21758591361054	0.000960394675791053	-3.28668250255442	0.0100309002657906
ENSG00000255921	 RP11-662I13.2		2.91978582148688	0.00915794217361224	3.91415673182014	0.00240296604763257	2.9693476794266	0.0237992160126913
ENSG00000146918	 NCAPG2	 non-SMC condensin II complex subunit G2	-2.00249155270531	0.000173569166923503	-1.53950353270775	0.0220792190603221	-1.72485742332957	0.00487493892570786
ENSG00000106003	 LFNG	 LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase	-1.09159578829964	0.00907788522166525	-1.02423255388656	0.0400079679483104	-1.07829957045914	0.0177898581072305
ENSG00000100526	 CDKN3	 cyclin dependent kinase inhibitor 3	-2.97444120049402	0.000489950213288539	-2.26460355224154	0.0400079679483104	-2.50646446082419	0.0109808675658712
ENSG00000198901	 PRC1	 protein regulator of cytokinesis 1	-2.5263464358112	0.000121680047369144	-2.05113849463998	0.00897021547222995	-2.07258500253956	0.00588997148297083
ENSG00000211949	 IGHV3-23		3.98300655137357	0.000404686178751784	3.21772640012089	0.015368486962393	3.53831293259516	0.00670921204417391
ENSG00000131401	 NAPSB	 napsin B aspartic peptidase, pseudogene	2.93943586022616	0.000554567787252002	3.08770653245724	0.00161694323652387	2.648598275725	0.00604547549441891
ENSG00000170312	 CDK1	 cyclin dependent kinase 1	-3.32344344263745	0.000803704624658956	-2.67602748737096	0.0289283578289714	-2.79731570892159	0.0139998323858859
ENSG00000135451	 TROAP	 trophinin associated protein	-3.17145202672868	0.000446731739427302	-2.75460099516289	0.0101725864758707	-2.92128235480919	0.00432801250444762
ENSG00000237649	 KIFC1	 kinesin family member C1	-3.06727190793855	0.000964272321542126	-2.54180641491955	0.0247128212677895	-2.73543209438974	0.00941082645451952
ENSG00000211668	 IGLV2-11		3.67115094447584	0.000283429519612029	2.57573856663595	0.0436350657888112	4.13604733757866	0.000597487003435119
ENSG00000068489	 PRR11	 proline rich 11	-3.38406422532105	6.89252140698149e-05	-2.6375677091148	0.00918628912378064	-2.99045577284033	0.00131018811982377
ENSG00000127564	 PKMYT1	 protein kinase, membrane associated tyrosine/threonine 1	-2.25601811984075	0.00126412950265944	-1.92906135466466	0.0236372332081979	-1.85480333585493	0.0275913176274088
ENSG00000131747	 TOP2A	 topoisomerase (DNA) II alpha	-2.94551793800098	0.00158803271218886	-2.3688480576795	0.0450762601398708	-2.55575604349545	0.0167886468597476
ENSG00000139318	 DUSP6	 dual specificity phosphatase 6	-3.23790360358118	4.2996704198045e-05	-3.37555772530665	0.000180926551923491	-2.45960906420853	0.00629618611483397
ENSG00000203760	 CENPW	 centromere protein W	-3.75132857394793	0.000133236483239998	-3.05321132390579	0.009863010563439	-3.3062294098678	0.003010465724057
ENSG00000128342	 LIF	 leukemia inhibitory factor	-3.3691974714143	0.0335328750484022	-4.71060794275731	0.00295327053716544	-3.97610705687714	0.0109808675658712
ENSG00000214776	 RP11-726G1.1		-3.18591718492082	0.0132412947909866	-3.46308060547769	0.011715837562739	-3.11395098649511	0.0346724411013495
ENSG00000143228	 NUF2	 NUF2, NDC80 kinetochore complex component	-2.92720270768839	0.000133236483239998	-2.31882046351179	0.011715837562739	-2.38154650494903	0.0071881738494546
ENSG00000111206	 FOXM1	 forkhead box M1	-2.69301471659834	0.000128802292646165	-2.23051501270633	0.00720309389913414	-2.30902852670701	0.00358373011432414
ENSG00000152463	 OLAH	 oleoyl-ACP hydrolase	-6.37684749797496	0.00148441268602496	-6.3747642650228	0.00509141497062957	-5.81606542581802	0.011389724186793
ENSG00000176208	 ATAD5	 ATPase family, AAA domain containing 5	-1.82106819331089	0.000964272321542126	-1.52536008691194	0.0256130669127367	-1.5099245905928	0.0229351997320698
ENSG00000134690	 CDCA8	 cell division cycle associated 8	-2.78569786207833	4.2996704198045e-05	-2.1563818052061	0.00762117250778321	-2.40524853895638	0.00126222053562209
ENSG00000151725	 CENPU	 centromere protein U	-2.60817828009967	0.000226906216068876	-2.03100131967135	0.0201153300530148	-2.13754210005298	0.0093793875626032
ENSG00000101003	 GINS1	 GINS complex subunit 1	-2.72714774063453	0.00183659427961329	-2.31655523698212	0.0323314963539931	-2.18918932831651	0.0450699234020456
ENSG00000101187	 SLCO4A1	 solute carrier organic anion transporter family member 4A1	-1.94098293321427	0.000959931363576586	-1.70524186119013	0.0155466756440124	-1.58369921184895	0.0267991485540745
ENSG00000211592	 IGKC		3.29979333111712	0.000130236689467781	2.73766725834871	0.00649060679555087	2.670844636012	0.00670921204417391
