ensGeneID	geneName	geneName	il21_vs_il2 logFC	il21_vs_il2 qval	il21_vs_il15 logFC	il21_vs_il15 qval	il21_vs_il7 logFC	il21_vs_il7 qval
ENSG00000123485	 HJURP	 Holliday junction recognition protein	-3.70810037481485	6.04848678060551e-05	-3.10010762240778	0.00357450319213323	-3.34548201277731	0.000793213164489246
ENSG00000132464	 ENAM	 enamelin	4.99932242199434	5.77549593040238e-05	3.71874978101903	0.00716628698631438	3.71678888347329	0.00860963367223501
ENSG00000241294	 IGKV2-24		5.12834968206578	4.49368513607228e-06	3.05698844295726	0.00295327053716544	4.69515446604232	0.00017797142262833
ENSG00000274021	 RP11-823E8.3		-3.43592217647119	9.67868351855514e-05	-3.58030404943738	0.000279955553915994	-2.67583141849538	0.00893694312818552
ENSG00000241755	 IGKV1-9		7.01678989518135	4.2996704198045e-05	5.3599755492177	0.00295327053716544	4.62280724810333	0.00986465813315466
ENSG00000122966	 CIT	 citron rho-interacting serine/threonine kinase	-3.16947889222982	2.96484762845956e-05	-2.65473077552956	0.00240296604763257	-2.86589955625927	0.000523376271587705
ENSG00000011426	 ANLN	 anillin actin binding protein	-3.80159131638358	4.2996704198045e-05	-3.13694127459418	0.00295327053716544	-3.39313534252897	0.000736884022156317
ENSG00000136960	 ENPP2	 ectonucleotide pyrophosphatase/phosphodiesterase 2	3.11178738144705	0.00178754239874434	3.59949066014184	0.00196904771699081	4.06349687053288	0.000736884022156317
ENSG00000120833	 SOCS2	 suppressor of cytokine signaling 2	-5.97883363272379	0.000462677882947891	-6.0593688537887	0.00227660761786966	-5.3845573396319	0.00440611270303906
ENSG00000222032	 AC112721.2		7.15194245179645	0.000307860565013293	6.2529098752167	0.00509141497062957	6.0276839499411	0.00737057686326024
ENSG00000164104	 HMGB2	 high mobility group box 2	-2.1273519679769	0.000121680047369144	-1.76230635841351	0.00720309389913414	-1.87746968353949	0.00238823941078973
ENSG00000137807	 KIF23	 kinesin family member 23	-3.56309479992749	6.89252140698149e-05	-2.94944692251711	0.00450400210892291	-3.21583826908837	0.000954001041193608
ENSG00000169607	 CKAP2L	 cytoskeleton associated protein 2 like	-3.75772679687097	0.000120566971730413	-2.97148686862589	0.00995274772390764	-3.45879579695647	0.0010994619598654
ENSG00000117724	 CENPF	 centromere protein F	-3.60669505093353	0.000249095434750993	-3.01417963909477	0.00940404042032768	-3.33571183226443	0.00225545100892118
ENSG00000187951	 ARHGAP11B ARHGAP11B	 Rho GTPase activating protein 11B OTU deubiquitinase 7A pseudogene	-2.19044867049603	0.000446731739427302	-1.9432807337534	0.00940024433723597	-1.94093242940227	0.00739775967866227
ENSG00000142945	 KIF2C	 kinesin family member 2C	-3.58070464263119	1.45235383016754e-05	-2.96676481876354	0.0016493269119027	-3.15535785389784	0.00036891458690562
ENSG00000156970	 BUB1B	 BUB1 mitotic checkpoint serine/threonine kinase B	-3.45747501387948	5.77549593040238e-05	-2.79594396915995	0.0049105235196465	-3.14736843900088	0.000736884022156317
ENSG00000137310	 TCF19	 transcription factor 19	-2.47217474238882	0.000277144117817226	-2.10690671400517	0.00940024433723597	-2.1741603249928	0.00487493892570786
ENSG00000178999	 AURKB	 aurora kinase B	-3.93078519311836	2.38089736117063e-05	-3.26064021080125	0.00236335770402572	-3.47070033533323	0.00059500568144717
ENSG00000117650	 NEK2	 NIMA related kinase 2	-4.16431369724355	2.38089736117063e-05	-3.50871003002629	0.00196904771699081	-3.81398606721184	0.000340327909182594
ENSG00000007968	 E2F2	 E2F transcription factor 2	-3.36294301847144	0.000241809869351073	-3.01590586597511	0.00450400210892291	-3.04169768650338	0.00292428797733722
ENSG00000088325	 TPX2	 TPX2, microtubule nucleation factor	-3.28417455025055	5.77549593040238e-05	-2.58316412790742	0.00655698381072932	-2.89683729419133	0.00103708360180616
ENSG00000169679	 BUB1	 BUB1 mitotic checkpoint serine/threonine kinase	-3.12208391931204	4.24055441978085e-05	-2.43836383002392	0.00560782155362903	-2.66301888503682	0.00121710361223342
ENSG00000177602	 GSG2	 germ cell associated 2, haspin	-2.75347992553112	2.38089736117063e-05	-2.15485668850092	0.00450400210892291	-2.22403550417642	0.00212389672851473
ENSG00000180611	 MB21D2	 Mab-21 domain containing 2	-2.30318460505782	0.00252190827219263	-2.43092576659657	0.00450400210892291	-2.43069381412589	0.00337848042272759
ENSG00000163808	 KIF15	 kinesin family member 15	-3.27799352968674	2.38089736117063e-05	-2.65158596092539	0.00295327053716544	-2.80521427011231	0.000736884022156317
ENSG00000241351	 IGKV3-11		3.21105990554229	0.000172881401439527	2.64696087813078	0.00897021547222995	2.63705264102571	0.00715315535827968
ENSG00000137812	 KNL1	 kinetochore scaffold 1	-2.78683326187506	5.33524179630294e-05	-2.19376743225422	0.00655698381072932	-2.43850191806792	0.00111724876141699
ENSG00000254709	 IGLL5	 immunoglobulin lambda like polypeptide 5	3.50856929846786	0.000730250789082689	3.2959391867197	0.00560782155362903	3.32053615454741	0.00442354637636024
ENSG00000197275	 RAD54B	 RAD54 homolog B (S. cerevisiae)	-2.14197790594408	0.000133236483239998	-1.78243924840148	0.00841253171145527	-1.72134535931892	0.00986465813315466
ENSG00000138160	 KIF11	 kinesin family member 11	-3.41708709763686	1.45235383016754e-05	-2.74538251927204	0.00240296604763257	-3.13673324734248	0.00018700245121059
ENSG00000118193	 KIF14	 kinesin family member 14	-3.69648133586142	9.67868351855514e-05	-3.0726124506165	0.00499255660113355	-3.18480873378384	0.00245082151605415
ENSG00000065989	 PDE4A	 phosphodiesterase 4A	-2.43561758017913	5.16352741042682e-06	-2.23361599223332	0.000180926551923491	-2.67696405173566	1.85147564323066e-07
ENSG00000008516	 MMP25	 matrix metallopeptidase 25	-2.15440083232428	0.00337389765042788	-2.15919621041581	0.00940024433723597	-2.14957926706621	0.00732000488420494
ENSG00000246985	 SOCS2-AS1	 SOCS2 antisense RNA 1	-7.49055573451048	0.000218563270991123	-7.72680529887337	0.000924418663997816	-6.80477120641274	0.00269297242831185
ENSG00000240671	 IGKV1-8		3.21554368899086	0.000172881401439527	2.6507143982745	0.00897021547222995	2.63734040785151	0.0071881738494546
ENSG00000224650	 IGHV3-74		4.42122461300223	0.000172881401439527	3.92618340932577	0.00295327053716544	4.24038965693388	0.00280890021338645
ENSG00000163359	 COL6A3	 collagen type VI alpha 3 chain	5.91260420551083	0.000105437686406574	6.39926591016668	0.000229632311962088	5.54312096796946	0.000736884022156317
ENSG00000198901	 PRC1	 protein regulator of cytokinesis 1	-2.5263464358112	0.000121680047369144	-2.05113849463998	0.00897021547222995	-2.07258500253956	0.00588997148297083
ENSG00000131401	 NAPSB	 napsin B aspartic peptidase, pseudogene	2.93943586022616	0.000554567787252002	3.08770653245724	0.00161694323652387	2.648598275725	0.00604547549441891
ENSG00000211640	 IGLV6-57		5.19775037091659	0.000596731471135677	4.55096869763795	0.00572573366810096		
ENSG00000242887	 IGHJ3		4.26728290346403	0.000444951159246351	3.96355928602238	0.00436827579990465		
ENSG00000211947	 IGHV3-21		3.69956795213051	0.000226906216068876	3.24746206523892	0.00450400210892291		
ENSG00000189367	 KIAA0408	 KIAA0408	-3.68796788062186	0.000749968373736049	-3.45123054278631	0.00649060679555087		
ENSG00000152463	 OLAH	 oleoyl-ACP hydrolase	-6.37684749797496	0.00148441268602496	-6.3747642650228	0.00509141497062957		
ENSG00000162490	 DRAXIN	 dorsal inhibitory axon guidance protein	-3.33300444703567	0.00156829608381301	-3.37601795846184	0.0045733177535333		
ENSG00000149557	 FEZ1	 fasciculation and elongation protein zeta 1	-1.0588567504824	0.00136974215339772	-1.06592217039602	0.00450400210892291		
ENSG00000211959	 IGHV4-39		3.58994624128995	0.000130236689467781	3.40532624711463	0.00115551332516242		
ENSG00000143341	 HMCN1	 hemicentin 1	-7.43370024102403	0.000417931778714663	-7.25006494269241	0.00295327053716544		
ENSG00000114737	 CISH	 cytokine inducible SH2 containing protein	-3.18041513280946	0.00520553520070049	-3.450843376226	0.00596188219719431		
ENSG00000256482	 RP11-625L16.3		3.56483500044759	0.00942022493258717	4.38020286838747	0.00311062608209816		
ENSG00000275126	 HIST1H4L	 histone cluster 1 H4 family member l	-2.07234270912604	0.000283429519612029	-1.78941531211482	0.00918628912378064		
ENSG00000214338	 SOGA3		-3.82112869838269	0.000718120254226299	-3.67112798389374	0.0045733177535333		
ENSG00000156234	 CXCL13	 C-X-C motif chemokine ligand 13	8.07865139957232	6.4041328558157e-05	7.87594452623072	0.000533958303479375		
ENSG00000124766	 SOX4	 SRY-box 4	2.8991388829792	0.000820224318881349	3.4353452760366	0.000533958303479375		
ENSG00000211593	 IGKJ5		4.00337704354988	0.0075750991895158	4.28674822540663	0.00940024433723597		
ENSG00000113070	 HBEGF	 heparin binding EGF like growth factor	-3.8609772612731	0.000583582058224201	-4.21758591361054	0.000960394675791053		
ENSG00000255330	 SOGA3	 SOGA family member 3	-3.69784157186879	0.000283429519612029	-3.49582070115493	0.00295327053716544		
ENSG00000116679	 IVNS1ABP	 influenza virus NS1A binding protein	-1.9318771168089	0.000892033243635847	-1.89536387831263	0.00450400210892291		
ENSG00000255921	 RP11-662I13.2		2.91978582148688	0.00915794217361224	3.91415673182014	0.00240296604763257		
ENSG00000102265	 TIMP1	 TIMP metallopeptidase inhibitor 1	2.95413722918581	0.00336958481323944	3.15042655046486	0.00484590363592821		
ENSG00000120949	 TNFRSF8	 TNF receptor superfamily member 8			4.68639226692442	0.00720309389913414	4.41632397892177	0.0096920379512884
ENSG00000211967	 IGHV3-53		3.43299417568789	0.00516075617471164			4.09771325776134	0.00470504293506026
ENSG00000144283	 PKP4	 plakophilin 4	-1.64921632095612	0.000199434824751766			-1.38279811224864	0.00840884514262257
ENSG00000123473	 STIL	 SCL/TAL1 interrupting locus	-2.70434830957137	0.00014601990706385			-2.21614890009163	0.00715315535827968
ENSG00000213949	 ITGA1	 integrin subunit alpha 1	-1.81330333855665	0.00906620696389136			-2.07952765490073	0.00349240200941097
ENSG00000140534	 TICRR	 TOPBP1 interacting checkpoint and replication regulator	-2.83996477491732	0.0011427173834313			-2.61527614229766	0.00844492905881336
ENSG00000207830			3.88765235642776	0.00310112329834047			4.59894755818959	0.00470504293506026
ENSG00000237649	 KIFC1	 kinesin family member C1	-3.06727190793855	0.000964272321542126			-2.73543209438974	0.00941082645451952
ENSG00000135451	 TROAP	 trophinin associated protein	-3.17145202672868	0.000446731739427302			-2.92128235480919	0.00432801250444762
ENSG00000254693	 RP11-58K22.5		-1.58854849451268	0.0058727336404218			-1.64371554189147	0.00796627308512196
ENSG00000156711	 MAPK13	 mitogen-activated protein kinase 13	-1.43073070731097	0.00172707164050663			-1.74823525035842	0.000204273873006438
ENSG00000211668	 IGLV2-11		3.67115094447584	0.000283429519612029			4.13604733757866	0.000597487003435119
ENSG00000151725	 CENPU	 centromere protein U	-2.60817828009967	0.000226906216068876			-2.13754210005298	0.0093793875626032
ENSG00000111665	 CDCA3	 cell division cycle associated 3	-2.72171396183778	9.57704373029148e-05			-2.29250817353774	0.00362535276039584
ENSG00000211972	 IGHV3-66		6.49351702253835	7.60712315531073e-05			4.447969253089	0.00941082645451952
ENSG00000167414	 GNG8	 G protein subunit gamma 8	-4.37731557112505	0.00592177713177313			-5.64397028366078	0.000471001593493803
ENSG00000124145	 SDC4	 syndecan 4	-1.78974964437069	0.000435982490475652			-1.76776532032991	0.00149441571816627
ENSG00000143228	 NUF2	 NUF2, NDC80 kinetochore complex component	-2.92720270768839	0.000133236483239998			-2.38154650494903	0.0071881738494546
ENSG00000205683	 DPF3	 double PHD fingers 3	-3.32888591754561	0.00542951121821506			-3.34347085502456	0.00998991405813342
ENSG00000161800	 RACGAP1	 Rac GTPase activating protein 1	-2.13511975868548	0.000130236689467781			-1.79865917092613	0.00471264039632883
ENSG00000145012	 LPP	 LIM domain containing preferred translocation partner in lipoma	-1.14531118375685	0.000417931778714663			-1.39494924433257	5.32660320298469e-05
ENSG00000170017	 ALCAM	 activated leukocyte cell adhesion molecule	-1.48683672158873	0.000892033243635847			-1.37057698329812	0.00732000488420494
ENSG00000102172	 SMS	 spermine synthase	-2.22455642917206	4.2996704198045e-05			-2.095555410506	0.00036891458690562
ENSG00000172819	 RARG	 retinoic acid receptor gamma	-0.95405022524295	0.00666727859103182			-1.18223841426995	0.000736884022156317
ENSG00000162496	 DHRS3	 dehydrogenase/reductase 3	-1.66811518976836	0.000226906216068876			-1.89217482628463	8.66697690101401e-05
ENSG00000211904	 IGHJ2		5.74125734687825	0.000172881401439527			4.56615927006838	0.00968396979189894
ENSG00000158481	 CD1C	 CD1c molecule	3.15710477461057	0.000130236689467781			2.5820955185162	0.00989486749707429
ENSG00000112742	 TTK	 TTK protein kinase	-2.77355961289493	5.77549593040238e-05			-2.24765587926568	0.00432801250444762
ENSG00000135476	 ESPL1	 extra spindle pole bodies like 1, separase	-2.66320541848217	5.79688986141341e-06			-3.00162294705692	1.85147564323066e-07
ENSG00000211896	 IGHG1		3.14502717553797	0.000442366837943056			3.12175588781707	0.0015494193682448
ENSG00000240041	 IGHJ4		3.38591383380471	0.00296603168188047			3.99516032359617	0.00159352018079249
ENSG00000087586	 AURKA	 aurora kinase A	-2.85228769622225	6.37871909424269e-05			-2.26590610041254	0.00556393179713288
ENSG00000035499	 DEPDC1B	 DEP domain containing 1B	-2.88283988259581	0.000276276540846985			-2.52145952593934	0.00588997148297083
ENSG00000075340	 ADD2	 adducin 2	3.66094120712347	0.00772924226518201			5.10157394238369	0.00280890021338645
ENSG00000171241	 SHCBP1	 SHC binding and spindle associated 1	-3.28530402795032	0.000365443041508076			-2.82714151130433	0.00732000488420494
ENSG00000165480	 SKA3	 spindle and kinetochore associated complex subunit 3	-3.32129865867658	0.000130236689467781			-2.90523074599866	0.00280890021338645
ENSG00000171320	 ESCO2	 establishment of sister chromatid cohesion N-acetyltransferase 2	-3.10757235227376	0.000330378117437611			-2.60596857539939	0.00918205731699339
ENSG00000089685	 BIRC5	 baculoviral IAP repeat containing 5	-3.40250085123662	0.000283429519612029			-2.78896691216698	0.00986465813315466
ENSG00000005249	 PRKAR2B	 protein kinase cAMP-dependent type II regulatory subunit beta	2.19030316771522	0.00626511208637957			2.48154293347635	0.00715315535827968
ENSG00000072571	 HMMR	 hyaluronan mediated motility receptor	-3.07801787042936	5.77549593040238e-05			-2.56884618367817	0.00254068005608351
ENSG00000175063	 UBE2C	 ubiquitin conjugating enzyme E2 C	-3.47499522634768	0.000283429519612029			-2.95948603088306	0.00690237701537659
ENSG00000115602	 IL1RL1	 interleukin 1 receptor like 1	-3.35379589697295	0.00205442763336132			-3.17672896474168	0.00903478847185807
ENSG00000211893	 IGHG2		4.46287741948427	0.000131075598172067			3.56954851249772	0.00715315535827968
ENSG00000237181	 AC147651.4		1.94709336539125	0.00236773624352126			2.36772861664434	0.000736884022156317
ENSG00000117399	 CDC20	 cell division cycle 20	-2.78384182012072	7.14048917649378e-06			-2.63634428894992	8.66697690101401e-05
ENSG00000211899	 IGHM		3.43198399969073	0.000172881401439527			2.86582559048789	0.005679300245698
ENSG00000107968	 MAP3K8	 mitogen-activated protein kinase kinase kinase 8	-1.39387181178376	0.000908279227797322			-1.25746341324165	0.00908382618500579
ENSG00000211677	 IGLC2		3.07650860077764	0.000697279613457647			2.7714822744296	0.00831759923475203
ENSG00000178401	 DNAJC22	 DnaJ heat shock protein family (Hsp40) member C22	-8.95708266240684	0.000555905053369296			-8.69073061756417	0.00269297242831185
ENSG00000138180	 CEP55	 centrosomal protein 55	-3.09108973094212	0.000187176188386149			-2.6014643830724	0.00604547549441891
ENSG00000175564	 UCP3	 uncoupling protein 3	-2.16008809225879	0.00350964294193228			-2.1288116420576	0.0093793875626032
ENSG00000204482	 LST1	 leukocyte specific transcript 1	-2.25713925018796	0.00197352734823793			-2.37300239401974	0.00254068005608351
ENSG00000163009	 C2orf48		-3.76886045861206	0.000697279613457647			-3.57083940504283	0.00490723730879296
ENSG00000105011	 ASF1B	 anti-silencing function 1B histone chaperone	-2.29249877384413	0.000390542168260865			-2.10128472704768	0.00396660837321255
ENSG00000217482	 HMGB1P17		-3.09010937951726	0.00810353259940289			-3.80804945795755	0.00122318626691742
ENSG00000184661	 CDCA2	 cell division cycle associated 2	-2.79782978475533	7.60712315531073e-05			-2.49450071491719	0.0013804254089394
ENSG00000211897	 IGHG3		2.91460038193478	0.000283429519612029			2.63363180347467	0.00443211355798196
ENSG00000122952	 ZWINT	 ZW10 interacting kinetochore protein	-3.03684188731258	0.000249095434750993			-2.561038220643	0.00715315535827968
ENSG00000080986	 NDC80	 NDC80, kinetochore complex component	-2.60987837675802	0.000231142390211122			-2.19428655288334	0.00732000488420494
ENSG00000024526	 DEPDC1	 DEP domain containing 1	-3.67990978685368	0.000102577033108141			-2.93528773359255	0.00710901241069961
ENSG00000272482	 RP11-474O21.5		-3.20415608313546	0.000781210284686717			-3.46395388793172	0.000736884022156317
ENSG00000109805	 NCAPG	 non-SMC condensin I complex subunit G	-2.82489018018814	0.000171830322663787			-2.37236647943105	0.005679300245698
ENSG00000160957	 RECQL4	 RecQ like helicase 4	-2.20164806884952	0.000276276540846985			-1.87595312796689	0.00732000488420494
ENSG00000142731	 PLK4	 polo like kinase 4	-2.65163299880661	0.000129188142359385			-2.24942932599398	0.00432801250444762
ENSG00000148175	 STOM	 stomatin	1.52811397926339	0.00304547772069682			1.58372969262658	0.00442354637636024
ENSG00000188158	 NHS	 NHS actin remodeling regulator	-2.19474280116841	0.0011427173834313			-2.46362462002434	0.000695917708477082
ENSG00000051341	 POLQ	 DNA polymerase theta	-2.91255740574386	0.000199434824751766			-2.35361095027188	0.00989486749707429
ENSG00000224373	 IGHV4-59		4.63450885619808	0.000249095434750993			4.23403692963775	0.00629618611483397
ENSG00000184557	 SOCS3	 suppressor of cytokine signaling 3	1.63142907355083	0.0041113347288761			1.70881230778782	0.00526733409276517
ENSG00000146918	 NCAPG2	 non-SMC condensin II complex subunit G2	-2.00249155270531	0.000173569166923503			-1.72485742332957	0.00487493892570786
ENSG00000164109	 MAD2L1	 MAD2 mitotic arrest deficient-like 1 (yeast)	-2.39555625401034	0.000116666684507917			-1.89331201231292	0.00918205731699339
ENSG00000211949	 IGHV3-23		3.98300655137357	0.000404686178751784			3.53831293259516	0.00670921204417391
ENSG00000006530	 AGK	 acylglycerol kinase	-1.83700260870349	0.000173569166923503			-1.62750087274325	0.00349240200941097
ENSG00000128342	 LIF	 leukemia inhibitory factor			-4.71060794275731	0.00295327053716544		
ENSG00000275385	 CCL18	 C-C motif chemokine ligand 18			-7.79781490580958	0.00789680793653216		
ENSG00000276448					5.86564162157269	0.000960394675791053		
ENSG00000173376	 NDNF	 neuron derived neurotrophic factor			4.2337476755194	0.00940024433723597		
ENSG00000143185	 XCL2	 X-C motif chemokine ligand 2			1.81898240629402	0.00295327053716544		
ENSG00000168237	 GLYCTK	 glycerate kinase					-1.35578412625151	0.00358373011432414
ENSG00000243284	 VSIG8	 V-set and immunoglobulin domain containing 8					6.73113650225122	0.00682641658836996
ENSG00000114841	 DNAH1	 dynein axonemal heavy chain 1					-1.3855416636207	0.00470504293506026
ENSG00000204381	 LAYN	 layilin					-2.8278757052332	0.00159352018079249
ENSG00000231028	 LINC00271	 long intergenic non-protein coding RNA 271					-3.10451516549946	0.00410008172772142
ENSG00000181104	 F2R	 coagulation factor II thrombin receptor					1.59175768043144	0.00354323437828647
ENSG00000161835	 GRASP	 general receptor for phosphoinositides 1 associated scaffold protein					-2.17038477333648	0.00432801250444762
ENSG00000221323							-6.7819250030397	0.00737057686326024
ENSG00000243777	 RP11-864G5.1						-6.73970122649091	0.00586254193573825
ENSG00000085117	 CD82	 CD82 molecule					-1.34291917888469	0.0071881738494546
ENSG00000211945	 IGHV1-18						4.24030725903817	0.00983387427052522
ENSG00000187605	 TET3	 tet methylcytosine dioxygenase 3					-1.17563068042995	0.0023155116237771
ENSG00000227844							-4.09284312452232	0.000116432995980592
ENSG00000240280	 TCAM1P	 testicular cell adhesion molecule 1, pseudogene					-6.70004256538116	0.0090513591253128
ENSG00000143297	 FCRL5	 Fc receptor like 5	4.99982348766884	0.000718120254226299				
ENSG00000127564	 PKMYT1	 protein kinase, membrane associated tyrosine/threonine 1	-2.25601811984075	0.00126412950265944				
ENSG00000156802	 ATAD2	 ATPase family, AAA domain containing 2	-2.00314966279763	0.00124828316986022				
ENSG00000179598	 PLD6	 phospholipase D family member 6	-1.3167240440223	0.00872893168927665				
ENSG00000158402	 CDC25C	 cell division cycle 25C	-2.22974973278142	0.00340797381424224				
ENSG00000100097	 LGALS1	 galectin 1	-1.72297661297421	0.00844862976785115				
ENSG00000134061	 CD180	 CD180 molecule	3.46201611106132	0.00750408895718722				
ENSG00000171848	 RRM2	 ribonucleotide reductase regulatory subunit M2	-3.23524330822248	0.00401401100586182				
ENSG00000131747	 TOP2A	 topoisomerase (DNA) II alpha	-2.94551793800098	0.00158803271218886				
ENSG00000147443	 DOK2	 docking protein 2	-1.5069798521492	0.00965639029187941				
ENSG00000138346	 DNA2	 DNA replication helicase/nuclease 2	-1.95635648533407	0.00181048029713613				
ENSG00000160949	 TONSL	 tonsoku-like, DNA repair protein	-1.45332824175762	0.00772924226518201				
ENSG00000182628	 SKA2	 spindle and kinetochore associated complex subunit 2	-1.2842957596479	0.00915794217361224				
ENSG00000145386	 CCNA2	 cyclin A2	-2.10241301259895	0.00016389245425711				
ENSG00000121621	 KIF18A	 kinesin family member 18A	-2.41769427406116	0.000243332776600727				
ENSG00000106462	 EZH2	 enhancer of zeste 2 polycomb repressive complex 2 subunit	-2.03960771627501	0.00796264522554699				
ENSG00000134057	 CCNB1	 cyclin B1	-2.77353692567021	0.000595179368418902				
ENSG00000112984	 KIF20A	 kinesin family member 20A	-2.6122065226105	0.00409360497470731				
ENSG00000109685	 NSD2	 nuclear receptor binding SET domain protein 2	-1.475438474892	0.00307538144038552				
ENSG00000198879	 SFMBT2	 Scm-like with four mbt domains 2	-1.13099813339486	0.00767697990533712				
ENSG00000185519	 FAM131C	 family with sequence similarity 131 member C	-4.96156587125117	0.00266499244774991				
ENSG00000274641	 HIST1H2BO	 histone cluster 1 H2B family member o	-1.99162278093492	0.00936102760059086				
ENSG00000273983	 HIST1H3G	 histone cluster 1 H3 family member g	-2.71955024387621	0.00407702362824243				
ENSG00000138182	 KIF20B	 kinesin family member 20B	-1.44518212261211	0.00407702362824243				
ENSG00000105369	 CD79A	 CD79a molecule	2.43857845553936	0.00913551449666354				
ENSG00000255201	 RP11-350N15.4		-3.69443980493484	0.00155983259258475				
ENSG00000176208	 ATAD5	 ATPase family, AAA domain containing 5	-1.82106819331089	0.000964272321542126				
ENSG00000161888	 SPC24	 SPC24, NDC80 kinetochore complex component	-2.01490287038678	0.00125025277135232				
ENSG00000103995	 CEP152	 centrosomal protein 152	-1.45316540274233	0.00965639029187941				
ENSG00000214535	 RPS15AP1		2.53089160844187	0.00439509628536483				
ENSG00000101003	 GINS1	 GINS complex subunit 1	-2.72714774063453	0.00183659427961329				
ENSG00000189057	 FAM111B	 family with sequence similarity 111 member B	-2.79995409113242	0.00114929597291871				
ENSG00000133119	 RFC3	 replication factor C subunit 3	-2.21678797749624	0.00213342062991902				
ENSG00000140859	 KIFC3	 kinesin family member C3	2.37935479336069	0.00722672140099289				
ENSG00000101187	 SLCO4A1	 solute carrier organic anion transporter family member 4A1	-1.94098293321427	0.000959931363576586				
ENSG00000276903	 HIST1H2AL	 histone cluster 1 H2A family member l	-2.22999941456043	0.00433324906973336				
ENSG00000164611	 PTTG1	 pituitary tumor-transforming 1	-2.25112546949835	0.000404686178751784				
ENSG00000113810	 SMC4	 structural maintenance of chromosomes 4	-1.79035190944219	0.00239698021239544				
